DIST_CODE,DIST_NAME,MEDIAN_CLASS_SIZE,STU:TCHR_RATIO,WEIGHTED_AVG_STU:TCHR+AIDE_RATIO,PREK_CURRICULA_MostSchool,PREK_Curricula_MostSchools_Count,PREK_CURRICULA_Available,Cnt_PreK_FullANDHalfDay,Cnt_PreK_FullDay_Only,Cnt_PreK_HalfDay_Only,Cnt_PreK_FullDayAvailable,Cnt_PreK_HalfDayAvailable,ADA_Eligible,ADA_Ineligible,PK_Total_Enrollment_21_22
210901,CENTER ISD,22,19:1,19:1,Frog Street-E,1,"Frog Street-E,Frog Street-S",1,0,0,1,1,183,32,215
210902,JOAQUIN ISD,21,21:1,14:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,30,8,38
210903,SHELBYVILLE ISD,21,21:1,14:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,28,9,37
210904,TENAHA ISD,25,25:1,17:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,*,*,39
210905,TIMPSON ISD,15,15:1,15:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,15,12,27
210906,EXCELSIOR ISD,5,5:1,3:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,"",*
211901,TEXHOMA ISD,24,24:1,24:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,5,16,21
211902,STRATFORD ISD,22,21:1,21:1,CIRCLE-E,1,CIRCLE-E,0,0,1,0,1,24,14,38
212801,CUMBERLAND ACADEMY,13,13:1,13:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,13
212901,ARP ISD,18,18:1,12:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,21,10,31
212902,BULLARD ISD,18,18:1,18:1,Ready to Advance-E,1,Ready to Advance-E,0,1,0,1,0,38,55,93
212903,LINDALE ISD,19,15:1,15:1,CIRCLE-E,1,"CIRCLE-E,Other",0,1,0,1,0,101,"",101
212904,TROUP ISD,18,10:1,10:1,Other,1,Other,0,1,0,1,0,19,14,33
212905,TYLER ISD,21,19:1,19:1,PreK On My Way-E,15,"PreK On My Way-E,PreK On My Way-S",0,16,0,16,0,568,109,677
212906,WHITEHOUSE ISD,21,21:1,16:1,Creative Curriculum-E,4,Creative Curriculum-E,0,4,0,4,0,113,"",113
212909,CHAPEL HILL ISD,18,15:1,11:1,CIRCLE-E,2,"CIRCLE-E,CIRCLE-S",0,2,0,2,0,*,*,157
212910,WINONA ISD,20,20:1,20:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,69
213901,GLEN ROSE ISD,17,16:1,13:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,59,"",59
214901,RIO GRANDE CITY GRULLA ISD,17,13:1,13:1,Savvas-E,9,Savvas-E,0,9,0,9,0,569,"",569
214902,SAN ISIDRO ISD,9,9:1,6:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,*,*,8
214903,ROMA ISD,19,18:1,18:1,CIRCLE-E,6,CIRCLE-E,0,6,0,6,0,*,*,254
215901,BRECKENRIDGE ISD,19,15:1,10:1,Other,1,Other,0,1,0,1,0,68,"",68
216901,STERLING CITY ISD,16,16:1,16:1,Other,1,Other,0,1,0,1,0,9,6,15
217901,ASPERMONT ISD,10,10:1,10:1,Other,1,Other,0,1,0,1,0,5,5,10
218901,SONORA ISD,13,9:1,13:1,Other,1,Other,0,1,0,1,0,*,*,25
219901,HAPPY ISD,13,13:1,13:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,12
219903,TULIA ISD,14,13:1,13:1,Ready to Advance-E,1,Ready to Advance-E,0,1,0,1,0,37,"",37
219905,KRESS ISD,11,11:1,11:1,Savvas-E,1,Savvas-E,0,1,0,1,0,5,5,10
220811,EAST FORT WORTH MONTESSORI ACADEMY,8,6:1,6:1,Other,1,Other,0,1,0,1,0,26,"",26
220815,CHAPEL HILL ACADEMY,25,17:1,11:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,59,"",59
220817,NEWMAN INTERNATIONAL ACADEMY OF ARL,20,29:1,24:1,CIRCLE-E,4,CIRCLE-E,1,3,0,4,1,254,28,282
220901,ARLINGTON ISD,15,20:1,20:1,Other,50,Other,22,28,0,50,22,2985,245,3230
220902,BIRDVILLE ISD,23,20:1,19:1,PreK On My Way-E,16,"PreK On My Way-E,PreK On My Way-S",1,16,0,17,1,619,"",619
220904,EVERMAN ISD,18,16:1,16:1,Frog Street-E,1,"Frog Street-E,Frog Street-S",0,1,0,1,0,249,"",249
220905,FORT WORTH ISD,21,18:1,18:1,Frog Street-E,43,"Frog Street-E,Creative Curriculum-E,Frog Street-S,Creative Curriculum-S",0,78,0,78,0,3907,507,4414
220906,GRAPEVINE-COLLEYVILLE ISD,22,20:1,20:1,CIRCLE-E,9,"CIRCLE-E,CIRCLE-S",0,9,0,9,0,217,163,380
220907,KELLER ISD,21,15:1,15:1,Creative Curriculum-E,11,"Creative Curriculum-E,Creative Curriculum-S",0,11,0,11,0,560,87,647
220908,MANSFIELD ISD,21,26:1,17:1,CIRCLE-E,13,"CIRCLE-E,CIRCLE-S",1,8,4,9,5,696,95,791
220910,LAKE WORTH ISD,17,16:1,11:1,PreK On My Way-E,1,PreK On My Way-E,0,1,0,1,0,*,*,225
220912,CROWLEY ISD,20,20:1,14:1,Frog Street-E,15,"Frog Street-E,Frog Street-S",7,8,0,15,7,932,85,1017
220914,KENNEDALE ISD,18,18:1,12:1,Creative Curriculum-E,1,"Creative Curriculum-E,Creative Curriculum-S",0,1,0,1,0,83,"",83
220915,AZLE ISD,15,15:1,9:1,Other,1,Other,0,1,0,1,0,149,"",149
220916,HURST-EULESS-BEDFORD ISD,24,26:1,18:1,Other,18,Other,0,14,4,14,4,603,83,686
220917,CASTLEBERRY ISD,22,20:1,20:1,Frog Street-E,3,"Frog Street-E,Frog Street-S",0,3,0,3,0,180,31,211
220918,EAGLE MT-SAGINAW ISD,21,24:1,16:1,CIRCLE-E,7,CIRCLE-E,0,6,1,6,1,561,"",561
220919,CARROLL ISD,14,13:1,13:1,Frog Street-E,3,Frog Street-E,0,3,0,3,0,70,110,180
220920,WHITE SETTLEMENT ISD,29,25:1,25:1,Frog Street-E,1,"Frog Street-E,Frog Street-S",0,1,0,1,0,172,34,206
221801,TEXAS COLLEGE PREPARATORY ACADEMIES,14,15:1,13:1,Frog Street-E,9,"Frog Street-E,Creative Curriculum-E",0,10,0,10,0,*,*,354
221901,ABILENE ISD,23,21:1,21:1,PreK On My Way-E,2,PreK On My Way-E,1,1,0,2,1,748,27,775
221904,MERKEL ISD,20,20:1,20:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,55,11,66
221905,TRENT ISD,10,10:1,10:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,9
221911,JIM NED CISD,18,18:1,18:1,Savvas-E,2,Savvas-E,0,2,0,2,0,*,*,35
221912,WYLIE ISD,15,15:1,15:1,Savvas-E,1,Savvas-E,1,0,0,1,1,127,17,144
222901,TERRELL COUNTY ISD,10,10:1,10:1,Frog Street-E,1,Frog Street-E,0,0,1,0,1,*,*,10
223901,BROWNFIELD ISD,19,16:1,11:1,Savvas-E,1,Savvas-E,0,1,0,1,0,123,11,134
223902,MEADOW ISD,18,18:1,18:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,11,6,17
223904,WELLMAN-UNION CISD,10,10:1,10:1,Other,1,Other,0,1,0,1,0,10,10,20
224901,THROCKMORTON COLLEGIATE ISD,12,12:1,8:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,6,9,15
224902,WOODSON ISD,7,7:1,7:1,Savvas-E,1,Savvas-E,1,0,0,1,1,*,*,7
225902,MOUNT PLEASANT ISD,18,18:1,10:1,Savvas-E,1,Savvas-E,0,1,0,1,0,*,*,361
225906,CHAPEL HILL ISD,22,22:1,22:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,26,16,42
225907,HARTS BLUFF ISD,14,14:1,14:1,CIRCLE-E,1,"CIRCLE-E,CIRCLE-S",0,1,0,1,0,29,11,40
226901,CHRISTOVAL ISD,20,10:1,10:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,20,"",20
226903,SAN ANGELO ISD,18,18:1,18:1,PreK On My Way-E,8,PreK On My Way-E,0,8,0,8,0,270,"",270
226907,GRAPE CREEK ISD,13,13:1,13:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,31,"",31
226908,VERIBEST ISD,23,23:1,23:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,9,14,23
227803,WAYSIDE SCHOOLS,21,17:1,17:1,Frog Street-E,3,Frog Street-E,0,3,0,3,0,112,"",112
227804,NYOS CHARTER SCHOOL,19,25:1,17:1,Other,1,Other,1,0,0,1,1,62,8,70
227805,TEXAS EMPOWERMENT ACADEMY,19,31:1,31:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,52
227816,HARMONY PUBLIC SCHOOLS - CENTRAL TE,23,22:1,18:1,Savvas-E,5,Savvas-E,0,5,0,5,0,*,*,177
227817,CEDARS INTERNATIONAL ACADEMY,23,16:1,16:1,LWTears-E,1,LWTears-E,0,1,0,1,0,38,"",38
227819,UNIVERSITY OF TEXAS ELEMENTARY CHAR,21,21:1,21:1,Connect4Learning,1,Connect4Learning,0,1,0,1,0,28,13,41
227820,KIPP TEXAS PUBLIC SCHOOLS,23,21:1,20:1,Other,19,Other,13,5,1,18,14,3242,29,3271
227824,VALERE PUBLIC SCHOOLS,17,18:1,18:1,Other,3,"Other,Frog Street-S",0,3,0,3,0,*,*,127
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,11,17:1,17:1,Other,2,Other,0,2,0,2,0,195,23,218
227826,MONTESSORI FOR ALL,8,11:1,11:1,Other,1,Other,1,0,0,1,1,64,45,109
227901,AUSTIN ISD,17,16:1,16:1,Frog Street-E,68,"Frog Street-E,Frog Street-S,Creative Curriculum-S,Creative Curriculum-E",46,27,0,73,46,3306,685,3991
227904,PFLUGERVILLE ISD,23,21:1,15:1,Other,21,Other,0,21,0,21,0,912,"",912
227907,MANOR ISD,19,18:1,15:1,Savvas-E,1,Savvas-E,1,0,0,1,1,328,23,351
227910,DEL VALLE ISD,23,21:1,19:1,PreK On My Way-E,9,PreK On My Way-E,0,9,0,9,0,446,64,510
227912,LAGO VISTA ISD,14,13:1,13:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,18,5,23
227913,LAKE TRAVIS ISD,19,15:1,15:1,Creative Curriculum-E,3,Creative Curriculum-E,0,3,0,3,0,86,32,118
228901,GROVETON ISD,17,17:1,17:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,30,"",30
228903,TRINITY ISD,16,15:1,15:1,Savvas-E,1,Savvas-E,1,0,0,1,1,57,"",57
228904,CENTERVILLE ISD,12,12:1,12:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,10
228905,APPLE SPRINGS ISD,11,11:1,11:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,11,"",11
229901,COLMESNEIL ISD,16,16:1,11:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,*,*,16
229903,WOODVILLE ISD,18,18:1,12:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,36,10,46
229904,WARREN ISD,21,21:1,21:1,CIRCLE-E,2,CIRCLE-E,0,2,0,2,0,*,*,57
229905,SPURGER ISD,21,21:1,14:1,Quaver,1,Quaver,0,1,0,1,0,*,*,21
229906,CHESTER ISD,3,3:1,3:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,*,*,*
230901,BIG SANDY ISD,21,20:1,16:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,*,*,36
230902,GILMER ISD,22,17:1,13:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,149,12,161
230903,ORE CITY ISD,15,11:1,10:1,Savvas-E,1,Savvas-E,0,1,0,1,0,*,*,39
230904,UNION HILL ISD,9,9:1,9:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,8,"",8
230905,HARMONY ISD,16,31:1,31:1,LWTears-E,1,LWTears-E,0,0,1,0,1,24,6,30
230906,NEW DIANA ISD,22,22:1,14:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,20,20,40
230908,UNION GROVE ISD,15,15:1,15:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,15
231901,MCCAMEY ISD,22,16:1,16:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,21,6,27
231902,RANKIN ISD,13,13:1,13:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,10,12,22
232901,KNIPPA ISD,18,18:1,18:1,Other,1,Other,1,0,0,1,1,*,*,30
232902,SABINAL ISD,26,26:1,26:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,15,"",15
232903,UVALDE CISD,17,15:1,15:1,CIRCLE-E,3,"CIRCLE-E,Other",0,3,0,3,0,215,43,258
232904,UTOPIA ISD,11,11:1,11:1,Other,1,Other,0,1,0,1,0,5,5,10
233901,SAN FELIPE-DEL RIO CISD,21,22:1,15:1,Other,2,Other,0,2,0,2,0,*,*,420
234902,CANTON ISD,20,20:1,13:1,Other,1,Other,0,1,0,1,0,58,"",58
234903,EDGEWOOD ISD,15,11:1,7:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,23,6,29
234904,GRAND SALINE ISD,19,19:1,11:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,59,9,68
234905,MARTINS MILL ISD,15,15:1,15:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,20,5,25
234906,VAN ISD,22,22:1,14:1,Savvas-E,1,Savvas-E,0,1,0,1,0,*,*,50
234907,WILLS POINT ISD,20,18:1,18:1,Frog Street-E,1,"Frog Street-E,Frog Street-S",0,1,0,1,0,107,15,122
234909,FRUITVALE ISD,22,22:1,14:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,26,9,35
235901,BLOOMINGTON ISD,16,14:1,13:1,Frog Street-E,2,"Frog Street-E,Creative Curriculum-E",0,2,0,2,0,46,7,53
235902,VICTORIA ISD,21,15:1,15:1,Frog Street-E,16,"Frog Street-E,CIRCLE-E",0,16,0,16,0,658,72,730
235904,NURSERY ISD,11,11:1,7:1,LWTears-E,1,LWTears-E,0,1,0,1,0,*,*,12
236901,NEW WAVERLY ISD,12,12:1,10:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,17,5,22
236902,HUNTSVILLE ISD,26,19:1,13:1,PreK On My Way-E,1,PreK On My Way-E,1,0,0,1,1,249,38,287
237902,HEMPSTEAD ISD,13,11:1,11:1,Frog Street-E,1,"Frog Street-E,Frog Street-S",0,1,0,1,0,*,*,155
237904,WALLER ISD,24,18:1,18:1,CIRCLE-E,5,"CIRCLE-E,CIRCLE-S",0,5,0,5,0,311,"",311
237905,ROYAL ISD,22,19:1,19:1,Creative Curriculum-E,1,Creative Curriculum-E,0,1,0,1,0,118,20,138
238902,MONAHANS-WICKETT-PYOTE ISD,16,31:1,31:1,Frog Street-E,1,"Frog Street-E,Frog Street-S",0,1,0,1,0,44,16,60
238904,GRANDFALLS-ROYALTY ISD,8,8:1,8:1,Other,1,Other,0,1,0,1,0,*,*,6
239901,BRENHAM ISD,20,20:1,20:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,*,*,196
239903,BURTON ISD,12,11:1,11:1,Frog Street-E,1,"Frog Street-E,Other",1,0,0,1,1,21,21,42
240901,LAREDO ISD,19,17:1,17:1,PreK On My Way-E,20,PreK On My Way-E,0,20,0,20,0,*,*,1232
240903,UNITED ISD,21,19:1,19:1,Other,25,Other,5,14,6,19,11,1079,5,1084
240904,WEBB CISD,3,7:1,7:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,16,5,21
241901,BOLING ISD,17,17:1,11:1,Savvas-E,1,Savvas-E,0,1,0,1,0,29,20,49
241902,EAST BERNARD ISD,24,24:1,16:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,24,"",24
241903,EL CAMPO ISD,17,15:1,11:1,CIRCLE-E,1,"CIRCLE-E,CIRCLE-S",0,1,0,1,0,*,*,143
241904,WHARTON ISD,25,19:1,14:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,168
241906,LOUISE ISD,19,18:1,12:1,PreK On My Way-E,1,PreK On My Way-E,0,1,0,1,0,25,6,31
242902,SHAMROCK ISD,13,13:1,13:1,Other,1,Other,0,1,0,1,0,22,12,34
242903,WHEELER ISD,8,8:1,8:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,7,8,15
242905,KELTON ISD,14,14:1,14:1,Other,1,Other,0,1,0,1,0,6,5,11
242906,FORT ELLIOTT CISD,15,15:1,15:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,5,8,13
243901,BURKBURNETT ISD,13,16:1,16:1,Frog Street-E,2,Frog Street-E,0,2,0,2,0,*,*,210
243902,ELECTRA ISD,16,15:1,15:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,33,8,41
243903,IOWA PARK CISD,22,22:1,22:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,49,7,56
243905,WICHITA FALLS ISD,18,16:1,16:1,Frog Street-E,15,Frog Street-E,0,15,0,15,0,892,22,914
243906,CITY VIEW ISD,21,21:1,21:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,39
244903,VERNON ISD,20,21:1,14:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,*,*,64
245901,LASARA ISD,15,15:1,15:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,26,"",26
245902,LYFORD CISD,20,21:1,14:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,88,15,103
245903,RAYMONDVILLE ISD,14,18:1,13:1,CIRCLE-E,2,CIRCLE-E,0,2,0,2,0,133,7,140
245904,SAN PERLITA ISD,18,18:1,18:1,Savvas-E,1,Savvas-E,0,1,0,1,0,*,*,16
246802,GOODWATER MONTESSORI SCHOOL,8,17:1,17:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,52,17,69
246902,FLORENCE ISD,19,36:1,36:1,Frog Street-E,1,"Frog Street-E,Frog Street-S",0,1,0,1,0,34,"",34
246904,GEORGETOWN ISD,19,16:1,13:1,Savvas-E,8,"Savvas-E,Savvas-S",0,8,0,8,0,*,*,321
246905,GRANGER ISD,22,22:1,22:1,Other,1,Other,1,0,0,1,1,15,7,22
246906,HUTTO ISD,21,16:1,14:1,Frog Street-E,7,Frog Street-E,1,6,0,7,1,199,59,258
246907,JARRELL ISD,22,19:1,15:1,Frog Street-E,2,"Frog Street-E,Frog Street-S",0,2,0,2,0,143,6,149
246908,LIBERTY HILL ISD,19,13:1,12:1,CIRCLE-E,5,CIRCLE-E,0,5,0,5,0,102,21,123
246909,ROUND ROCK ISD,21,18:1,13:1,Frog Street-E,23,"Frog Street-E,Frog Street-S",0,23,0,23,0,931,"",931
246911,TAYLOR ISD,19,18:1,18:1,Frog Street-E,1,"Frog Street-E,PreK On My Way-E,PreK On My Way-S",1,0,0,1,1,134,14,148
246912,THRALL ISD,19,18:1,18:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,21,12,33
246913,LEANDER ISD,23,18:1,17:1,Frog Street-E,15,"Frog Street-E,Frog Street-S",15,0,0,15,15,972,26,998
246914,COUPLAND ISD,21,21:1,21:1,PreK On My Way-E,1,PreK On My Way-E,0,1,0,1,0,15,"",15
247901,FLORESVILLE ISD,16,15:1,15:1,Savvas-E,2,"Savvas-E,Savvas-S",0,2,0,2,0,121,34,155
247903,LA VERNIA ISD,18,19:1,19:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,55
247904,POTH ISD,,,,,,,0,1,0,1,0,21,"",21
247906,STOCKDALE ISD,18,12:1,12:1,PreK On My Way-E,1,PreK On My Way-E,0,1,0,1,0,24,8,32
248901,KERMIT ISD,19,18:1,18:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,52,10,62
248902,WINK-LOVING ISD,8,8:1,8:1,Other,1,Other,0,1,0,1,0,*,*,16
249901,ALVORD ISD,13,13:1,13:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,14,10,24
249902,BOYD ISD,17,17:1,17:1,Creative Curriculum-E,1,Creative Curriculum-E,1,0,0,1,1,27,6,33
249903,BRIDGEPORT ISD,22,19:1,12:1,Other,1,Other,0,1,0,1,0,69,20,89
249904,CHICO ISD,14,14:1,14:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,17,9,26
249905,DECATUR ISD,19,16:1,9:1,Frog Street-E,3,"Frog Street-E,Frog Street-S",0,3,0,3,0,67,13,80
249906,PARADISE ISD,14,14:1,9:1,Savvas-E,1,Savvas-E,0,1,0,1,0,15,12,27
249908,SLIDELL ISD,16,16:1,16:1,Other,1,Other,0,1,0,1,0,9,6,15
250902,HAWKINS ISD,19,19:1,15:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,29,5,34
250903,MINEOLA ISD,21,16:1,16:1,Ready to Advance-E,1,Ready to Advance-E,0,1,0,1,0,73,6,79
250904,QUITMAN ISD,15,16:1,16:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,28,10,38
250905,YANTIS ISD,26,26:1,17:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,23,"",23
250906,ALBA-GOLDEN ISD,15,15:1,15:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,36,8,44
250907,WINNSBORO ISD,21,22:1,22:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,53,8,61
251901,DENVER CITY ISD,19,19:1,19:1,Savvas-E,1,Savvas-E,0,1,0,1,0,55,"",55
251902,PLAINS ISD,11,11:1,8:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,21
252901,GRAHAM ISD,21,21:1,15:1,Savvas-E,1,"Savvas-E,Savvas-S",0,1,0,1,0,87,9,96
252902,NEWCASTLE ISD,13,13:1,13:1,Other,1,Other,1,0,0,1,1,7,5,12
252903,OLNEY ISD,13,14:1,14:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,45,15,60
253901,ZAPATA COUNTY ISD,15,13:1,13:1,Other,3,Other,0,3,0,3,0,126,11,137
254901,CRYSTAL CITY ISD,21,24:1,15:1,CIRCLE-E,1,"CIRCLE-E,Other",0,1,0,1,0,*,*,131
254902,LA PRYOR ISD,13,13:1,13:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,25,"",25
